Date,Open,High,Low,Close,Volume
2025-08-14,198.68869366005174,204.59762309193417,195.7527752174068,194.38230666880338,712380
2025-08-15,177.22447692966574,184.00012054808857,169.1308653748806,173.23225694344,619332
2025-08-18,119.87156815341724,120.03744644269581,111.77043420662544,115.05378640993274,416837
2025-08-19,100.55221171236025,105.67314229535306,91.88148852655921,96.49664131991953,389106
2025-08-20,181.54614284548342,183.8111005974628,172.4137373199187,183.376210579647,128295
2025-08-21,170.6857343847617,177.1374622888562,165.57231039615232,166.397620869364,113807
2025-08-22,172.90071680409875,174.64438109414866,167.88555385722674,171.09047310703636,535564
2025-08-25,177.12703466859458,184.03641204961923,169.14408287892684,180.5757877782891,257504
2025-08-26,107.40446517340904,111.27181863641441,100.90482586563138,102.6371845307673,338067
2025-08-27,135.84657285442725,145.2138727417946,128.82690408185022,138.9912576803166,585008
2025-08-28,111.58690595251298,112.96211539397291,103.62897925815197,109.40545370024698,792440
2025-08-29,186.31034258755935,189.72100609806193,177.41028916938367,182.4919908637759,494540
2025-09-01,162.3298126827558,163.4645478951617,158.94986111424043,164.2971843363973,977699
2025-09-02,133.08980248526493,142.33673866805054,129.33397295886547,134.37923095306377,617923
2025-09-03,106.35583502860237,115.12922856241218,105.41601563019368,110.1305551638729,266981
2025-09-04,131.09823217156622,133.67764844871778,125.31543076160449,133.44894260960507,844699
2025-09-05,132.5183322026747,139.1181726630165,132.15890946470728,135.5531415065232,119870
2025-09-08,172.9606178338064,181.13283983581854,168.3046376524818,170.78096355951945,303196
2025-09-09,163.75574713552132,169.30775525151594,158.32930078844555,160.53014257331856,348683
2025-09-10,188.72127425763267,194.01778004119274,185.85586173634982,191.22742177404126,334677
2025-09-11,147.22149251619493,149.64001542519944,141.31315991050482,150.28983990886758,126790
2025-09-12,111.95942459383016,112.89045227188916,111.65442209443967,116.86447601383689,743162
2025-09-15,171.3244787222995,180.29663630183276,170.95099683480734,170.45065549141376,911721
2025-09-16,176.07850486168974,185.08268543332304,167.85249925509316,174.79868571961757,548345
2025-09-17,156.12771975694963,162.4587343296823,152.525813342837,158.8918493643696,849074
2025-09-18,177.09671799545612,180.4870159059431,175.82611286893726,175.5047533979863,587462
2025-09-19,149.37955963643907,152.87165538256568,144.15712703589102,153.68713289247472,639773
2025-09-22,152.2732829381994,159.53283972690178,144.5733474072133,155.8574104566295,930914
2025-09-23,142.75410183585495,151.72520443538073,140.5958915608865,142.04404210960513,186188
2025-09-24,102.54191267440952,111.41277691706068,96.31300791621952,105.0506233523245,629036
2025-09-25,110.78914269933044,118.58789815790668,109.93566804939276,113.33457144017726,842129
